ts,open,high,low,close,volume,quote_volume,trades,taker_buy_volume
1777606740000,2284.49,2284.57,2281.86,2282.19,216.2262,493729.195705,3382,81.5791
1777606800000,2282.18,2282.18,2279.52,2281.73,354.1342,807750.006095,5108,102.4081
1777606860000,2281.73,2283.49,2281.73,2283.38,104.1276,237697.033208,1513,79.2296
1777606920000,2283.38,2283.39,2282.41,2282.97,102.7148,234478.297251,1117,42.5368
1777606980000,2282.97,2284.34,2282.97,2284.32,44.2422,101028.531941,1096,33.1814
1777607040000,2284.31,2284.32,2283.7,2284.0,34.1409,77977.114485,765,11.5667
1777607100000,2283.99,2284.59,2283.53,2283.54,89.2734,203918.240294,2017,34.3142
1777607160000,2283.54,2285.07,2283.53,2285.06,121.5384,277665.228805,1854,57.8456
1777607220000,2285.06,2285.3,2284.63,2285.04,72.5299,165730.705783,1110,44.2062
1777607280000,2285.04,2285.7,2284.83,2285.33,44.7963,102370.429931,1022,23.0762
1777607340000,2285.33,2285.33,2283.82,2284.18,145.6024,332557.019813,1685,110.4987
1777607400000,2284.18,2285.39,2284.18,2285.38,48.8634,111642.869034,805,36.6597
1777607460000,2285.39,2285.75,2285.03,2285.04,117.6492,268867.841134,1495,79.9193
1777607520000,2285.03,2285.52,2284.18,2284.21,72.2073,164993.171079,1301,25.4969
1777607580000,2284.2,2284.94,2284.2,2284.37,28.818,65831.616383,829,10.1769
1777607640000,2284.36,2284.37,2283.24,2283.4,71.1488,162487.759594,952,28.0918
1777607700000,2283.4,2283.43,2282.6,2282.6,60.0148,137015.695274,764,4.5532
1777607760000,2282.61,2282.82,2281.75,2281.75,42.0037,95859.146149,1028,16.0954
1777607820000,2281.74,2282.84,2281.74,2282.65,95.9959,219114.19292,876,34.0323
1777607880000,2282.65,2283.47,2282.65,2282.96,94.7435,216312.281124,932,36.7991
1777607940000,2282.97,2283.4,2282.44,2282.87,108.3477,247353.899052,1190,36.0401
1777608000000,2282.87,2283.61,2282.87,2282.96,124.3471,283937.528766,1113,35.1276
1777608060000,2282.96,2284.0,2282.96,2284.0,20.7914,47478.486085,639,12.6207
1777608120000,2284.0,2284.0,2282.79,2282.79,64.4799,147234.59735,1058,23.0788
1777608180000,2282.8,2282.8,2281.13,2282.2,93.0457,212316.74409,1807,40.6392
1777608240000,2282.19,2282.61,2282.19,2282.6,51.9669,118608.371919,850,37.6092
1777608300000,2282.61,2282.77,2281.92,2282.57,35.6432,81345.815026,1081,15.4412
1777608360000,2282.58,2283.93,2282.58,2283.92,69.3557,158360.480436,895,55.903
