ts,open,high,low,close,volume,quote_volume,trades,taker_buy_volume
1777607280000,77174.99,77194.1,77174.99,77187.73,3.32007,256239.0385708,605,2.44863
1777607340000,77187.73,77187.73,77153.36,77158.74,3.77252,291129.0869579,1708,0.9233
1777607400000,77158.73,77180.0,77158.73,77179.99,1.93623,149424.6024629,888,1.13478
1777607460000,77179.99,77203.05,77179.99,77200.01,6.90073,532697.7949614,1461,4.44078
1777607520000,77200.01,77208.0,77175.35,77175.36,3.87969,299493.2689012,1561,1.18744
1777607580000,77175.35,77180.22,77152.04,77152.05,3.28514,253520.416708,1484,0.80662
1777607640000,77152.05,77158.2,77144.58,77149.56,2.2707,175190.0218736,932,0.96422
1777607700000,77149.57,77149.57,77123.2,77123.2,2.90994,224459.9108399,936,0.29501
1777607760000,77123.21,77123.21,77072.09,77085.79,7.04841,543428.738027,1945,1.92399
1777607820000,77085.8,77121.98,77085.79,77121.98,3.25465,250933.6390399,1182,2.88917
1777607880000,77121.97,77121.98,77121.97,77121.97,0.47333,36504.1440119,188,0.19518
1777607940000,77121.98,77133.44,77121.97,77131.08,8.82309,680464.1236883,1258,7.60615
1777608000000,77131.08,77154.16,77131.08,77139.15,13.44765,1037349.7954995,2227,7.3464
1777608060000,77139.15,77157.83,77134.02,77157.82,5.00343,386034.6889602,954,1.67669
1777608120000,77157.82,77157.83,77125.07,77125.08,2.94182,226930.4704438,1102,1.81947
1777608180000,77125.07,77125.08,77068.18,77097.11,8.27281,637725.314052,2516,3.87422
1777608240000,77097.11,77115.8,77097.11,77115.8,3.05165,235305.0575635,1089,1.64195
1777608300000,77115.79,77124.99,77108.96,77124.99,2.79458,215506.5851279,1262,1.38041
1777608360000,77124.99,77145.0,77124.99,77145.0,2.13858,164961.1896223,684,1.44624
1777608420000,77145.0,77148.85,77141.42,77148.85,3.81533,294323.422506,1005,2.95621
1777608480000,77148.85,77165.35,77148.12,77148.12,7.60373,586672.1460329,1533,6.4598
1777608540000,77148.12,77148.12,77136.81,77136.81,8.09351,624323.8206468,740,6.22193
1777608600000,77136.82,77136.82,77118.41,77127.41,2.40458,185454.8437433,810,1.00626
1777608660000,77127.41,77157.84,77127.41,77138.0,4.27431,329718.8831771,1381,3.25769
1777608720000,77138.0,77149.99,77138.0,77140.02,2.2688,175029.7926217,1441,0.59498
1777608780000,77140.01,77159.96,77137.5,77159.96,4.52959,349414.064767,1195,2.41006
1777608840000,77159.95,77176.0,77116.28,77116.28,13.64232,1052524.3852688,1535,2.58011
1777608900000,77116.28,77143.61,77116.28,77143.61,3.46647,267370.3464294,1498,2.54249
1777608960000,77143.6,77173.53,77143.6,77167.85,6.11826,472094.1419672,884,5.34957
1777609020000,77167.85,77183.43,77167.85,77177.99,2.87272,221711.690207,869,1.74476
1777609080000,77177.99,77206.38,77177.99,77206.37,4.65534,359352.7874415,939,3.88482
1777609140000,77206.38,77206.38,77195.08,77195.08,4.78077,369088.921466,635,2.2159
1777609200000,77195.09,77195.09,77128.48,77137.04,20.59396,1588822.5022697,2421,11.39044
1777609260000,77137.04,77146.06,77130.0,77146.06,2.84429,219394.6767352,572,1.51827
1777609320000,77146.05,77162.52,77139.94,77162.51,3.11876,240601.7924182,1030,1.55157
1777609380000,77162.52,77165.02,77153.82,77155.95,6.79325,524144.2670182,1031,5.68445
1777609440000,77155.95,77165.16,77146.93,77165.15,7.92776,611673.9393757,838,6.46493
1777609500000,77165.16,77175.0,77165.15,77174.99,0.90721,70009.4834776,728,0.51424
1777609560000,77174.99,77181.09,77174.99,77181.08,0.91671,70749.5414817,432,0.54021
1777609620000,77181.08,77181.09,77128.59,77128.6,2.03557,157061.2127612,1173,0.42767
1777609680000,77128.59,77128.6,76822.26,77017.46,504.57783,38863546.7372541,11100,47.53784
1777609740000,77017.46,77017.47,76653.6,77012.35,171.86854,13220497.6946977,8986,43.04862
1777609800000,77012.35,77032.52,76997.11,77032.52,9.30456,716576.1048592,2727,4.95725
1777609860000,77032.52,77052.08,77032.51,77052.08,3.83457,295433.4375913,933,2.88799
1777609920000,77052.08,77074.31,77048.81,77048.81,4.15331,320088.5298369,1567,2.52162
